-800	32767
-784	32767
-768	32767
-752	32767
-736	32767
-720	32767
-704	32767
-688	32767
-672	32767
-656	32767
-640	32767
-624	32767
-608	32767
-592	32767
-576	32767
-560	32767
-544	32767
-528	32767
-512	32767
-496	32767
-480	32767
-464	32767
-448	32767
-432	31537.5
-416	30410
-400	29269.1
-384	28122.3
-368	26975.6
-352	25852.2
-336	24709.3
-320	23561.1
-304	22410.6
-288	21274.9
-272	20137.8
-256	18986.1
-240	17850.1
-224	16713.3
-208	15593.8
-192	14420.5
-176	13286.9
-160	12151.1
-144	11001.4
-128	9857.5
-112	8724.8
-96	7586.3
-80	6439.7
-64	5302.5
-48	4167.5
-32	3018.8
-16	1878
0	725.5
16	-410.4
32	-1599
48	-2708.9
64	-3821.4
80	-4979.6
96	-6127.4
112	-7254.2
128	-8394
144	-9538.2
160	-10687.1
176	-11816.3
192	-12960.7
208	-14106.7
224	-15253.2
240	-16378.3
256	-17511.8
272	-18652.6
288	-19803.4
304	-20942.8
320	-22090.5
336	-23237.8
352	-24366.6
368	-25506.8
384	-26659.9
400	-27798.4
416	-28913.1
432	-30079.1
448	-31226.8
464	-32350.8
480	-32768
496	-32768
512	-32768
528	-32768
544	-32768
560	-32768
576	-32768
592	-32768
608	-32768
624	-32768
640	-32768
656	-32768
672	-32768
688	-32768
704	-32768
720	-32768
736	-32768
752	-32768
768	-32768
784	-32768
800	-32768
